1,46
2,46
3,46
4,127
5,127
6,72
7,136
8,136
9,136
10,81
11,81
12,68
13,39
14,39
15,39
16,5
17,5
18,5
19,1
20,1
21,5
22,5
23,36
24,36
25,144
26,144
27,52
28,52
29,36
30,36
31,37
32,36
33,36
34,37
35,171
36,171
37,127
38,127
39,18
40,18
41,38
42,38
43,46
44,46
45,46
46,88
47,88
48,39
49,39
50,52
51,52
52,1
53,1
54,136
55,136
56,19
57,19
58,127
59,127
60,136
61,136
62,28
63,162
64,162
65,162
66,19
67,19
68,19
69,46
70,46
71,46
72,44
73,44
74,55
75,55
76,55
77,127
78,127
79,140
80,140
81,120
82,120
83,5
84,5
85,5
86,136
87,139
88,36
89,36
90,136
91,139
92,41
93,41
94,41
95,55
96,162
97,162
98,136
99,136
100,144
101,144
102,153
103,153
104,52
105,52
106,19
107,19
108,1
109,36
110,36
111,55
112,55
113,1
114,151
115,1
116,136
117,136
118,136
119,136
120,136
121,140
122,165
123,68
124,158
125,144
126,127
127,81
128,1
129,136
130,73
131,139
132,1
133,1
134,136
135,144
136,127
137,1
138,100
139,98
140,98
141,98
142,69
143,1
144,76
145,74
146,72
147,166
148,166
149,78
150,162
151,162
152,151
153,151
154,151
155,127
156,127
157,127
158,136
159,136
160,136
161,1
162,1
163,5
164,5
165,68
166,68
167,39
168,39
169,38
170,137
171,137
172,144
173,171
174,18
175,171
176,80
177,77
178,77
179,144
180,144
181,144
182,151
183,143
184,143
185,94
186,136
187,75
188,75
189,75
190,1
191,151
192,151
193,68
194,59
195,59
196,162
197,169
198,79
199,140
200,106
201,162
202,162
203,15
204,81
205,84
206,1
207,53
208,57
209,171
210,171
211,44
212,84
213,82
214,23
215,160
216,1
217,1
218,127
219,97
220,62
221,62
222,98
223,136
224,136
225,76
226,73
227,71
228,134
229,134
230,141
231,52
232,52
233,1
234,1
235,1
236,19
237,19
238,158
239,144
240,127
241,1
242,1
243,144
244,127
245,136
246,55
247,55
248,104
249,77
250,72
251,153
252,151
253,151
254,151
255,127
256,27
257,27
258,136
259,59
260,59
261,169
262,169
263,1
264,1
265,81
266,81
267,68
268,81
269,39
270,138
271,138
272,138
273,151
274,155
275,155
276,5
277,5
278,73
279,73
280,165
281,165
282,165
283,86
284,68
285,151
286,30
287,1
288,1
289,1
290,54
291,68
292,83
293,1
294,1
295,1
296,19
297,19
298,18
299,94
300,1
301,1
302,115
303,126
304,96
305,96
306,96
307,32
308,32
309,144
310,144
311,144
312,144
313,81
314,81
315,46
316,36
317,36
318,142
319,142
320,136
321,136
322,58
323,58
324,127
325,162
326,162
327,1
328,52
329,64
330,64
331,151
332,155
333,5
334,78
335,1
336,36
337,102
338,102
339,59
340,59
341,142
342,142
343,63
344,63
345,100
346,100
347,82
348,82
349,136
350,136
351,1
352,1
353,106
354,106
355,106
356,106
357,75
358,162
359,169
360,162
361,157
362,157
363,139
364,139
365,139
366,136
367,136
368,136
369,98
370,136
371,166
372,166
373,78
374,123
375,123
376,123
377,94
378,157
379,117
380,163
381,163
382,136
383,52
384,78
385,123
386,162
387,151
388,151
389,61
390,127
391,127
392,27
393,136
394,136
395,119
396,5
397,5
398,5
399,1
400,11
401,81
402,81
403,144
404,144
405,144
406,46
407,46
408,94
409,94
410,96
411,96
412,81
413,88
414,68
415,68
416,68
417,144
418,136
419,136
420,151
421,151
422,136
423,59
424,1
425,70
426,70
427,1
428,1
429,106
430,79
431,1
432,1
433,162
434,50
435,50
436,123
437,123
438,94
439,165
440,1
441,5
442,115
443,64
444,64
445,64
446,1
447,19
448,26
449,52
450,52
451,39
452,50
453,20
454,20
455,151
456,136
457,136
458,73
459,152
460,152
461,160
462,120
463,1
464,55
465,151
466,144
467,127
468,80
469,68
470,151
471,157
472,53
473,62
474,1
475,32
476,96
477,106
478,112
479,110
480,162
481,162
482,162
483,124
484,141
485,118
486,1
487,114
488,162
489,136
490,136
491,169
492,151
493,1
494,132
495,151
496,151
497,151
498,127
499,27
500,27
501,136
502,136
503,136
504,1
505,1
506,1
507,1
508,1
509,169
510,169
511,151
512,151
513,127
514,127
515,136
516,136
517,162
518,162
519,5
520,5
521,5
522,144
523,144
524,94
525,94
526,94
527,77
528,77
529,52
530,57
531,1
532,19
533,19
534,19
535,136
536,59
537,59
538,19
539,19
540,88
541,88
542,88
543,39
544,39
545,39
546,156
547,156
548,151
549,151
550,136
551,65
552,65
553,65
554,127
555,127
556,151
557,82
558,82
559,34
560,34
561,77
562,106
563,106
564,98
565,98
566,69
567,69
568,36
569,36
570,169
571,169
572,1
573,1
574,162
575,162
576,162
577,162
578,162
579,162
580,73
581,73
582,157
583,157
584,157
585,13
586,13
587,74
588,81
589,84
590,46
591,46
592,109
593,109
594,136
595,87
596,87
597,121
598,121
599,117
600,117
601,117
602,144
603,144
604,144
605,162
606,162
607,108
608,108
609,108
610,166
611,166
612,166
613,157
614,157
615,157
616,81
617,81
618,60
619,19
620,19
621,166
622,56
623,56
624,125
625,125
626,1
627,5
628,5
629,79
630,79
631,127
632,84
633,167
634,167
635,167
636,85
637,85
638,26
639,24
640,30
641,67
642,74
643,133
644,148
645,53
646,159
647,28
648,162
649,84
650,151
651,151
652,30
653,127
654,127
655,132
656,136
657,136
658,142
659,1
660,4
661,5
662,72
663,72
664,81
665,81
666,68
667,10
668,10
669,171
670,171
671,171
672,151
673,151
674,19
675,34
676,1
677,162
678,162
679,107
680,107
681,107
682,171
683,171
684,171
685,171
686,164
687,164
688,98
689,98
690,44
691,49
692,136
693,136
694,12
695,12
696,103
697,103
698,101
699,101
700,171
701,22
702,150
703,105
704,166
705,166
706,166
707,126
708,111
709,111
710,111
711,111
712,157
713,157
714,78
715,78
716,171
717,79
718,64
