1,18
2,18
3,18
4,4
5,4
6,4
7,20
8,20
9,20
10,79
11,79
12,79
13,79
14,79
15,79
16,84
17,84
18,84
19,93
20,93
21,84
22,84
23,15
24,15
25,92
26,92
27,93
28,93
29,27
30,1
31,1
32,27
33,27
34,27
35,91
36,91
37,93
38,93
39,91
40,91
41,84
42,84
43,39
44,39
45,39
46,44
47,44
48,79
49,79
50,93
51,93
52,93
53,93
54,65
55,65
56,93
57,93
58,93
59,93
60,58
61,58
62,58
63,49
64,49
65,49
66,49
67,49
68,49
69,39
70,39
71,39
72,73
73,73
74,28
75,28
76,28
77,93
78,93
79,20
80,20
81,28
82,28
83,87
84,84
85,84
86,65
87,65
88,88
89,88
90,73
91,73
92,88
93,88
94,88
95,28
96,49
97,49
98,73
99,73
100,28
101,28
102,39
103,39
104,16
105,16
106,49
107,49
108,16
109,88
110,88
111,27
112,27
113,91
114,39
115,16
116,8
117,8
118,66
119,66
120,73
121,73
122,49
123,79
124,49
125,49
126,49
127,79
128,93
129,9
130,9
131,20
132,2
133,93
134,93
135,93
136,93
137,28
138,60
139,60
140,60
141,60
142,84
143,16
144,1
145,1
146,1
147,8
148,8
149,8
150,1
151,1
152,18
153,18
154,18
155,93
156,93
157,93
158,20
159,20
160,20
161,93
162,93
163,84
164,84
165,79
166,79
167,79
168,79
169,84
170,66
171,66
172,1
173,1
174,1
175,1
176,86
177,84
178,84
179,27
180,27
181,27
182,39
183,64
184,64
185,28
186,58
187,47
188,47
189,47
190,93
191,39
192,39
193,79
194,65
195,65
196,93
197,93
198,84
199,20
200,88
201,1
202,88
203,93
204,79
205,79
206,93
207,79
208,28
209,92
210,92
211,66
212,79
213,79
214,79
215,93
216,93
217,93
218,88
219,88
220,93
221,93
222,60
223,59
224,59
225,65
226,58
227,84
228,93
229,93
230,8
231,93
232,93
233,28
234,93
235,93
236,1
237,49
238,1
239,1
240,1
241,93
242,91
243,1
244,1
245,1
246,16
247,16
248,16
249,1
250,1
251,1
252,4
253,4
254,4
255,93
256,93
257,93
258,20
259,20
260,20
261,93
262,93
263,93
264,93
265,79
266,79
267,79
268,79
269,79
270,41
271,41
272,41
273,48
274,48
275,48
276,84
277,84
278,62
279,62
280,88
281,88
282,88
283,61
284,61
285,47
286,47
287,93
288,93
289,93
290,79
291,79
292,28
293,27
294,27
295,27
296,49
297,49
298,1
299,28
300,92
301,92
302,49
303,92
304,16
305,16
306,16
307,49
308,49
309,93
310,93
311,91
312,91
313,53
314,53
315,47
316,88
317,88
318,66
319,66
320,72
321,72
322,93
323,93
324,93
325,93
326,93
327,57
328,79
329,79
330,79
331,40
332,40
333,12
334,12
335,93
336,15
337,28
338,28
339,66
340,66
341,60
342,60
343,28
344,28
345,73
346,73
347,73
348,73
349,8
350,8
351,89
352,93
353,88
354,88
355,88
356,88
357,18
358,88
359,93
360,1
361,37
362,37
363,65
364,65
365,65
366,58
367,58
368,58
369,59
370,66
371,3
372,3
373,3
374,28
375,28
376,28
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,18
388,18
389,18
390,57
391,57
392,57
393,65
394,65
395,65
396,84
397,84
398,84
399,65
400,65
401,79
402,79
403,93
404,93
405,93
406,1
407,47
408,16
409,16
410,16
411,16
412,79
413,79
414,79
415,79
416,79
417,92
418,65
419,65
420,47
421,47
422,63
423,63
424,93
425,88
426,88
427,57
428,57
429,88
430,84
431,93
432,93
433,1
434,93
435,93
436,28
437,28
438,1
439,1
440,1
441,84
442,88
443,4
444,4
445,4
446,1
447,1
448,57
449,93
450,93
451,74
452,74
453,49
454,49
455,39
456,66
457,66
458,1
459,18
460,18
461,93
462,28
463,16
464,27
465,39
466,49
467,49
468,86
469,79
470,93
471,93
472,79
473,93
474,28
475,88
476,28
477,88
478,37
479,88
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,1
488,1
489,64
490,64
491,1
492,1
493,1
494,1
495,93
496,93
497,93
498,93
499,93
500,93
501,93
502,93
503,93
504,93
505,93
506,93
507,93
508,93
509,93
510,93
511,93
512,93
513,93
514,93
515,93
516,93
517,93
518,93
519,84
520,84
521,84
522,93
523,93
524,28
525,28
526,28
527,87
528,87
529,93
530,93
531,91
532,49
533,49
534,49
535,58
536,58
537,58
538,49
539,49
540,79
541,79
542,79
543,79
544,79
545,79
546,47
547,47
548,39
549,39
550,66
551,93
552,93
553,93
554,93
555,93
556,39
557,34
558,34
559,15
560,15
561,84
562,36
563,36
564,60
565,60
566,75
567,75
568,28
569,28
570,93
571,93
572,93
573,93
574,49
575,49
576,49
577,88
578,88
579,88
580,62
581,62
582,28
583,28
584,28
585,93
586,93
587,93
588,79
589,79
590,39
591,39
592,88
593,88
594,59
595,79
596,79
597,29
598,29
599,28
600,28
601,28
602,88
603,88
604,88
605,49
606,49
607,88
608,88
609,88
610,4
611,4
612,4
613,93
614,93
615,28
616,79
617,79
618,63
619,57
620,57
621,4
622,28
623,28
624,49
625,49
626,93
627,84
628,84
629,84
630,84
631,93
632,79
633,3
634,3
635,3
636,79
637,79
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
646,1
647,1
648,1
649,1
650,93
651,93
652,93
653,93
654,93
655,93
656,58
657,58
658,58
659,93
660,93
661,84
662,84
663,84
664,79
665,79
666,79
667,93
668,93
669,91
670,91
671,91
672,93
673,93
674,57
675,57
676,93
677,93
678,93
679,28
680,28
681,28
682,91
683,91
684,91
685,91
686,59
687,59
688,73
689,73
690,8
691,8
692,60
693,60
694,4
695,4
696,4
697,4
698,16
699,16
700,93
701,49
702,92
703,28
704,3
705,3
706,3
707,28
708,46
709,46
710,88
711,88
712,16
713,16
714,84
715,84
716,1
717,1
718,1
